concept_id,omop_quantity
3036030,Arbitrary Concentration
44816848,Substance Concentration
44816849,Mass Concentration
44816851,Mass Concentration
44816853,Mass Concentration
3036544,Arbitrary Concentration
44816855,Mass Concentration
44816856,Mass Concentration
44816858,Presence or Threshold
44816861,Mass Concentration
3037380,Arbitrary Concentration
44816864,Mass Concentration
44816865,Mass Concentration
44816866,Mass Concentration
44816867,Mass Concentration
44816868,Mass Rate
44816869,Catalytic Content
44816870,Substance Concentration
44816871,Mass Concentration
44816872,Mass Concentration
44816873,Mass Concentration
44816874,Mass Concentration
44816875,Catalytic Content
44816876,Mass Concentration
44816877,Mass Concentration
44816879,Substance Concentration
3023344,Arbitrary Concentration
44816880,Substance Concentration
44816881,Mass Rate
44816882,Substance Ratio
44816883,Catalytic Concentration
44816884,Substance Concentration
44816885,Z-score
44816886,Z-score
44816887,Z-score
3009206,Arbitrary Concentration
44816888,Mass Content
44816889,Catalytic Content
44816890,Catalytic Content
3012313,Susceptibility (microorganisms)
44816891,Substance Fraction
44816892,Substance Fraction
3019692,Arbitrary Concentration
44816893,Arbitrary Concentration
44816894,Arbitrary Concentration
44816895,Arbitrary Concentration
44816896,Arbitrary Concentration
44816897,Arbitrary Concentration
44816898,Arbitrary Concentration
44816899,Arbitrary Concentration
44816900,Finding
3035147,Arbitrary Concentration
44816901,Presence or Threshold
44816902,Presence or Threshold
44816903,Presence or Threshold
44816904,Presence or Threshold
44816905,Presence or Threshold
44816906,Presence or Threshold
44816907,Presence or Threshold
44816908,Presence or Threshold
44816909,Presence or Threshold
44816910,Presence or Threshold
44816911,Finding
44816912,-
44816913,Presence or Threshold
44816914,Number Fraction
44816915,Substance Fraction
44816916,Substance Fraction
44816917,Substance Fraction
44816918,Substance Fraction
3035658,Arbitrary Concentration
44816919,Substance Fraction
44816920,Susceptibility (microorganisms)
44816921,-
44816922,-
44816923,Finding
44816924,Presence or Identity
44816925,Presence or Identity
44816926,Substance Concentration
3036206,Arbitrary Concentration
44816927,Substance Concentration
44816928,Substance Concentration
44816929,Impression/interpretation of study
44816930,Substance Concentration
44816931,Substance Concentration
44816932,Substance Concentration
44816933,Substance Concentration
44816934,Substance Concentration
3009714,Arbitrary Concentration
44816935,Substance Ratio
44816936,Substance Concentration
44816937,Substance Concentration
44816938,Substance Concentration
44816939,Substance Concentration
44816940,Substance Concentration
44816941,Substance Concentration
3012904,Arbitrary Concentration
44816942,Substance Ratio
44816943,Catalytic Concentration
44816944,Catalytic Concentration
44816945,Catalytic Content
44816946,Catalytic Content
44816947,Substance Concentration
44816948,Catalytic Content
44816949,Catalytic Concentration
44816950,Catalytic Content
44816951,Substance Ratio
44816952,Substance Concentration
44816953,Substance Concentration
44816954,Substance Concentration
44816955,Substance Concentration
44816956,Substance Concentration
44816957,Substance Concentration
44816958,Substance Concentration
44816959,Substance Concentration
3018120,Arbitrary Concentration
44816960,Substance Concentration
44816961,Substance Concentration
44816962,Substance Ratio
44816963,Substance Concentration
44816964,Substance Concentration
44816965,Substance Concentration
44816966,Substance Concentration
3008049,Arbitrary Concentration
44816967,Substance Concentration
44816968,Substance Ratio
44816969,Substance Concentration
44816970,Substance Concentration
44816971,Substance Concentration
44816972,Substance Concentration
44816973,Substance Concentration
3014892,Arbitrary Concentration
44816974,Substance Ratio
44816975,Impression/interpretation of study
44816976,Substance Concentration
44816977,Substance Concentration
44816978,Substance Concentration
44816979,Substance Concentration
44816980,Substance Ratio
3015422,Arbitrary Concentration
44816982,Mass Concentration
44816983,Catalytic Concentration
44816984,Entitic substance
44816985,Entitic substance
44816986,Entitic substance
44816987,Entitic substance
44816988,Entitic substance
44816989,Entitic substance
3023401,Arbitrary Concentration
44816990,Entitic substance
44816991,Entitic substance
44816992,Entitic substance
44816993,Entitic substance
44816994,Entitic substance
44816995,Entitic substance
44816996,Entitic substance
44816997,Entitic substance
44816998,Entitic substance
44816999,Entitic substance
44817000,Entitic substance
44817001,Entitic substance
44817002,Entitic substance
44817003,Impression/interpretation of study
44817004,Entitic substance
44817005,Entitic substance
44817006,Entitic substance
44817007,Entitic substance
3013797,Arbitrary Concentration
44817008,Entitic substance
44817009,Entitic substance
44817010,Substance Concentration
44817011,Substance Concentration
44817012,Substance Concentration
44817013,Substance Concentration
44817014,Substance Concentration
44817015,Substance Concentration
44817016,Substance Concentration
44817017,Substance Concentration
44817018,Substance Concentration
44817019,Substance Concentration
44817020,Substance Concentration
44817021,Substance Ratio
44817022,Substance Concentration
44817023,Substance Concentration
3009026,Arbitrary Concentration
44817024,Substance Concentration
44817025,Substance Concentration
44817026,Substance Concentration
44817027,Substance Ratio
44817028,Substance Concentration
44817029,Substance Concentration
44817030,Substance Concentration
44817031,Substance Concentration
3015561,Arbitrary Concentration
44817032,Substance Concentration
44817033,Substance Concentration
44817034,Substance Concentration
44817035,Substance Concentration
44817036,Substance Concentration
44817037,Substance Concentration
44817038,Substance Concentration
3016096,Arbitrary Concentration
44817039,Substance Concentration
44817040,Substance Ratio
44817041,Substance Concentration
44817042,Substance Concentration
44817043,Substance Concentration
44817044,Substance Ratio
44817045,Substance Concentration
44817046,Substance Concentration
44817047,Substance Concentration
44817048,Substance Concentration
44817049,Substance Ratio
44817050,Finding
44817051,Finding
3016321,Arbitrary Concentration
3008346,Arbitrary Concentration
3013650,Number Concentration
3006141,Arbitrary Concentration
3020396,Susceptibility (microorganisms)
3016453,Arbitrary Concentration
44817100,Substance Concentration
44817101,Substance Ratio
44817102,Substance Ratio
44817103,Substance Ratio
44817104,Substance Ratio
44817105,Substance Ratio
44817106,Catalytic Concentration
3016979,Arbitrary Concentration
44817111,Presence or Identity
44817112,Presence or Identity
44817113,Presence or Threshold
44817114,Substance Ratio
3017514,Arbitrary Concentration
44817115,Presence or Threshold
44817116,Mass Concentration
44817117,Mass Concentration
44817118,Presence or Threshold
44817119,Presence or Threshold
44817120,Presence or Threshold
44817121,Presence or Threshold
44817122,Presence or Threshold
3004042,Arbitrary Concentration
44817123,Presence or Threshold
44817124,Presence or Threshold
44817125,Number Areic (per area)
44817126,Number Areic (per area)
44817128,Arbitrary Concentration
44817129,Number Areic (per area)
44817130,Mass Concentration
3006846,Arbitrary Concentration
44817131,Presence or Threshold
3005798,Arbitrary Concentration
44817152,Presence or Threshold
44817153,Presence or Threshold
44817154,Presence or Threshold
44817155,Substance Ratio
3027443,Arbitrary Concentration
44817156,Substance Ratio
44817157,Substance Ratio
44817158,Presence or Identity
46235845,Presence or Threshold
46235846,Number Fraction
3023928,Arbitrary Concentration
46235857,-
3024454,Arbitrary Concentration
46235858,-
46235859,-
46235860,-
46235861,-
46235862,-
46235863,Mass Rate
46235864,Mass Rate
46235865,Mass Rate
3025291,Arbitrary Concentration
46234682,Volume Rate
46234683,Mass
46235229,Mass Rate
46235230,Mass Rate
46235231,Power (Energy/Time)
46234684,Mass Rate
46234686,Volume Rate
46234687,Power (Energy/Time)
46234689,-
46234693,Volume
3007811,Arbitrary Concentration
3006779,Arbitrary Concentration
3024960,Arbitrary Concentration
3024843,Arbitrary Concentration
3017501,Number Concentration
3025366,Arbitrary Concentration
46235528,Mass Concentration
46235529,Mass Concentration
46235531,Number Concentration
46234826,Number Fraction
46234827,Number Concentration
46234828,Number Fraction
46234829,Number Fraction
46234830,Number Concentration
46234831,Number Fraction
46234832,Number Fraction
46234833,Presence or Identity
3025967,Arbitrary Concentration
46234834,Presence or Identity
46234835,Presence or Identity
46234838,Mass Concentration
46234839,Substance Concentration
46234840,Substance Concentration
3012495,Arbitrary Concentration
46234842,Substance Concentration
46234843,Mass Content
46234844,Mass Concentration
46234845,Impression/interpretation of study
46234846,Mass Concentration
46234847,Score
46234848,Mass Concentration
46234849,Number Fraction
3027021,Arbitrary Concentration
46234850,Number Fraction
46234896,Number Fraction
46234897,Presence or Threshold
46234898,Presence or Threshold
46234899,Presence or Threshold
46234900,Mass Content
46234901,Finding
46234902,Finding
3013227,Arbitrary Concentration
46234903,Finding
46234904,Finding
46234905,Finding
46234906,Finding
46234907,Finding
46234908,Finding
46234909,Finding
46234910,Finding
3010355,Arbitrary Concentration
46234911,Finding
46234912,Finding
46234913,Presence or Threshold
46234914,Presence or Threshold
46234915,Presence or Identity
46234916,Finding
46234917,Finding
46234918,Finding
46234919,Finding
46234920,Finding
46234921,Finding
46234922,Finding
46234923,Finding
46234924,Finding
46234925,Presence or Threshold
46234926,Substance Concentration
46234928,Presence or Threshold
46234929,Presence or Threshold
46234930,Presence or Threshold
46234931,Presence or Threshold
46234932,Presence or Threshold
3018353,Number Concentration
3013102,Arbitrary Concentration
3028000,Arbitrary Concentration
3013903,Arbitrary Concentration
3015008,Arbitrary Concentration
3021662,Arbitrary Concentration
3005327,Arbitrary Concentration
46235799,Time (e.g. seconds)
3009884,Arbitrary Concentration
46235800,Percent difference
46235801,Relative time
46235122,Relative time
46235123,Time (e.g. seconds)
46235124,Percent difference
46235125,Relative time
46235126,Time (e.g. seconds)
46235127,Impression/interpretation of study
3010186,Arbitrary Concentration
46235128,-
46235129,Substance Concentration
46235130,Mass Rate
46235131,Presence or Identity
3015628,Arbitrary Concentration
3021547,Arbitrary Concentration
46235152,Temperature
46235153,Impression/interpretation of study
46235154,Log unit concentration
46235155,Impression/interpretation of study
46235156,Presence or Threshold
46235157,Impression/interpretation of study
46235159,Likelihood
46235160,-
46235161,Likelihood
3022321,Arbitrary Concentration
46235163,Likelihood
46235164,Likelihood
46235165,Impression/interpretation of study
46235238,Likelihood
46235239,Likelihood
3005842,Arbitrary Concentration
46235240,Likelihood
46235241,Likelihood
46235242,Impression/interpretation of study
46235244,Likelihood
46235245,Likelihood
46235246,Likelihood
46235247,Likelihood
3000998,Arbitrary Concentration
46235248,Impression/interpretation of study
46235250,Likelihood
46235251,Likelihood
46235252,Likelihood
46235253,Likelihood
46235254,Impression/interpretation of study
3003633,Arbitrary Concentration
46235256,Impression/interpretation of study
46235257,Impression/interpretation of study
46235258,Likelihood
46235259,Likelihood
46235260,Likelihood
46235261,Likelihood
46235262,Impression/interpretation of study
3002538,Arbitrary Concentration
46235264,Likelihood
46235532,Likelihood
46235533,Likelihood
46235534,Likelihood
46235535,Impression/interpretation of study
46235266,Likelihood
46235267,Likelihood
46235268,Likelihood
46235269,Likelihood
3018887,Number Concentration
46235270,Impression/interpretation of study
46235272,Likelihood
46235273,Likelihood
46235274,Likelihood
46235275,Likelihood
46235276,Impression/interpretation of study
3001379,Arbitrary Concentration
46235331,Likelihood
46235332,Likelihood
46235333,Likelihood
46235334,Likelihood
46235335,Impression/interpretation of study
46235337,Finding
46235338,Substance Fraction
3023236,Arbitrary Concentration
46235339,Finding
46235340,Finding
46235352,Finding
46235353,-
46235354,-
3000279,Arbitrary Concentration
46235355,-
46235358,Mass Concentration
46235359,Mass Concentration
46235360,Mass Concentration
3003843,Arbitrary Concentration
46235361,Mass Concentration
46235362,Mass Concentration
46235363,Mass Concentration
46235364,Score
46235365,Impression/interpretation of study
46235366,-
46235368,Substance Concentration
46235369,Substance Concentration
46235370,Relative Ratio
46235371,Substance Concentration
46235372,-
46235373,Substance Ratio
46235374,Presence or Threshold
46235375,Presence or Threshold
46235376,Mass Concentration
46235377,Presence or Threshold
46235378,Presence or Threshold
3002188,Arbitrary Concentration
46235379,Presence or Threshold
46235380,Presence or Threshold
46235381,Substance Concentration
46235382,Mass Concentration
46235383,Presence or Threshold
46235384,Impression/interpretation of study
46235436,Impression/interpretation of study
3001016,Arbitrary Concentration
46235437,Number (count)
46235438,Number (count)
46235439,Number (count)
46235440,Number Fraction
46235441,Number (count)
46235442,Number (count)
46235443,Number (count)
46235444,Number (count)
3021263,Arbitrary Concentration
46235445,Presence or Threshold
46235446,Presence or Threshold
46235447,Presence or Identity
46235448,Presence or Identity
46235449,-
46235450,Likelihood
3014528,Number Concentration
3036313,Arbitrary Concentration
3036598,Arbitrary Concentration
46235471,-
46235475,Finding
46235476,Presence or Threshold
46235477,Presence or Threshold
46235478,Presence or Threshold
3036823,Arbitrary Concentration
46235479,Substance Concentration
3003178,Arbitrary Concentration
46234727,Impression/interpretation of study
46234728,Mass Concentration
46234729,Presence or Threshold
3002074,Arbitrary Concentration
46235538,Presence or Threshold
46235539,Presence or Threshold
46235540,Presence or Threshold
46234730,Presence or Threshold
46234731,Presence or Threshold
46234732,Presence or Threshold
46235489,Presence or Threshold
46235490,Presence or Threshold
3020935,Arbitrary Concentration
46235491,Presence or Threshold
46235492,Presence or Threshold
46235493,Presence or Threshold
46235494,Presence or Threshold
46235495,Presence or Threshold
46235496,Presence or Threshold
46235513,Presence or Threshold
46235514,Presence or Threshold
46235515,Presence or Threshold
46235516,Presence or Threshold
46235517,Presence or Threshold
46235518,Presence or Threshold
46235519,Finding
46235520,Finding
46235521,Finding
46235522,Substance Concentration
46235523,Substance Concentration
46235524,Mass Concentration
3036949,Arbitrary Concentration
46235525,Mass Concentration
46235548,Mass Concentration
46235549,Mass Concentration
3037476,Arbitrary Concentration
3003924,Number Concentration
46235561,Presence or Threshold
3038020,Arbitrary Concentration
46235541,Presence or Threshold
46235542,Presence or Threshold
46235543,Presence or Identity
46235544,Presence or Threshold
46235545,Presence or Threshold
46235562,Presence or Threshold
46235563,Presence or Threshold
46235564,Presence or Threshold
3021227,Arbitrary Concentration
46235565,Presence or Threshold
46235566,Presence or Threshold
46235567,Presence or Threshold
46235568,Presence or Threshold
46235569,Presence or Threshold
46235570,Presence or Threshold
46235571,Presence or Threshold
46235572,Presence or Threshold
3012119,Arbitrary Concentration
46235802,Presence or Threshold
46235803,Presence or Threshold
3015075,Arbitrary Concentration
3008662,Arbitrary Concentration
3033536,Arbitrary Concentration
46234736,Impression/interpretation of study
46234737,Impression/interpretation of study
46235610,Presence or Threshold
46235611,-
46235612,-
46235616,Presence or Identity
3007632,Number Concentration
3013004,Arbitrary Concentration
3015666,Arbitrary Concentration
3008473,Arbitrary Concentration
46235671,Mass Concentration
46235672,Score
46235673,-
3017415,Arbitrary Concentration
3017949,Arbitrary Concentration
46235603,Mass Concentration
46235689,-
46235690,Impression/interpretation of study
46235691,Time (e.g. seconds)
46235692,Ratio
21490931,-
46235693,-
3018486,Arbitrary Concentration
46235694,-
46235695,-
46235649,Identifier
46235650,Score
46235651,Presence or Identity
3004859,Arbitrary Concentration
3012263,Arbitrary Concentration
3006541,Number Concentration
3017166,Arbitrary Concentration
46235707,-
46235709,Relative time
46235710,Relative time
21490710,Finding
42527118,Type
42527119,Type
21490711,Score
21490712,Volume Rate/Area
21490713,Resistance
21490714,Electrical Potential (Voltage)
21490715,Finding
21490716,Volume Rate
21490717,Volume Rate
21490718,Volume Rate
21490719,Type
21490720,Power Ratio
21490721,Substance Concentration
3018300,Arbitrary Concentration
21490722,Relative Mass Concentration
21490723,Relative Mass Concentration
21490724,Time Ratio
21490725,Time Fraction
21490726,Pressure
21490727,VFr/PPres
21490728,VFr/PPres
21490729,VFr/PPres
3018850,Arbitrary Concentration
21490730,VFr/PPres
21490731,Volume Fraction
21490732,Volume Fraction
21490733,Mass Concentration
21490734,Power (Energy/Time)
21490735,Pressure
21490737,Pressure
21490738,Time (e.g. seconds)
3014170,Arbitrary Concentration
21490739,Time (e.g. seconds)
21490740,Fluid Resistance
21490741,Fluid Resistance
21490742,Fluid Resistance
21490743,Score
21490744,Ratio
21490745,Temperature
3003889,Arbitrary Concentration
21490746,Score
21490747,Number Rate
21490748,Score
21490749,Temperature
21490750,Resistance
21490751,Temperature
21490752,Volume
21490753,Volume Rate
3007519,Arbitrary Concentration
21490754,Volume Rate
21490755,Type
21490756,-
21490757,-
21490758,-
21490759,-
21490760,-
21490761,-
21490762,-
21490763,-
21490764,-
21490765,-
46235711,Finding
46235712,Presence or Threshold
46235713,Impression/interpretation of study
46235714,Presence or Threshold
3006497,Arbitrary Concentration
46235715,Impression/interpretation of study
46235497,Impression/interpretation of study
46235498,Presence or Threshold
46235499,Presence or Threshold
46235500,Presence or Threshold
46235716,Presence or Threshold
21490766,Volume
21490767,Volume
3022958,Arbitrary Concentration
21490768,Velocity (distance/time)
21490769,Temperature
21490770,Volume
21490771,Volume
21490772,Power (Energy/Time)
21490773,Volume Ratio
21490774,Power (Energy/Time)
21490775,Pressure
3025443,Arbitrary Concentration
21490776,Pressure
21490777,Pressure
21490778,Pressure
21490779,Pressure
21490780,Volume
21490781,Volume
3005535,Susceptibility (microorganisms)
3018481,Arbitrary Concentration
21490782,Number Rate
21490783,Volume
21490784,Volume Ratio
21490785,Pressure
21490786,Pressure
21490787,Temperature
21490788,Temperature Difference
21490789,Volume
42527120,Volume Rate
42527121,Volume Rate
21490906,Temperature
21490907,Temperature
21490908,Volume
21490909,Volume
21490910,Volume
21490911,Volume
21490912,Volume
21490913,Volume
3004768,Arbitrary Concentration
21490914,Volume
21490790,Volume
46235717,Time Difference
46235718,Time Difference
46235719,Substance Concentration
46235720,Substance Ratio
46235721,Substance Ratio
46235722,Catalytic Content
3007879,Arbitrary Concentration
46235723,Catalytic Content
46235724,Catalytic Content
46235725,Finding
46235726,Finding
46235727,Finding
46235728,Finding
46235729,Finding
46235730,Finding
3006226,Arbitrary Concentration
46235731,Finding
46235732,Finding
46235733,Finding
46235734,Finding
46235735,Catalytic Content
46235736,Mass Concentration
46235737,Susceptibility (microorganisms)
46235738,Susceptibility (microorganisms)
3025260,Arbitrary Concentration
46235739,Susceptibility (microorganisms)
46235740,Susceptibility (microorganisms)
46235741,Susceptibility (microorganisms)
46235742,Susceptibility (microorganisms)
21490791,-
21490792,Electrical Potential (Voltage)
21490793,Electrical Potential (Voltage)
21490794,Electrical Potential (Voltage)
21490795,Electrical Potential (Voltage)
21490796,Electrical Potential (Voltage)
21490797,Electrical Potential (Voltage)
21490798,Electrical Potential (Voltage)
21490799,Electrical Potential (Voltage)
21490800,Electrical Potential (Voltage)
21490801,Electrical Potential (Voltage)
21490802,Electrical Potential (Voltage)
21490803,Electrical Potential (Voltage)
3025757,Arbitrary Concentration
21490804,VFr/PPres
46235504,Finding
46235743,Score range
46235744,Finding
46235745,Type
3025425,Arbitrary Concentration
46235746,-
46235747,Finding
46235748,Number Fraction
46235749,Presence or Threshold
46235750,Presence or Threshold
46235751,Presence or Threshold
46235752,Presence or Identity
46235753,Presence or Threshold
46235754,Arbitrary Concentration
46235755,Presence or Threshold
46235756,Presence or Threshold
46235757,Presence or Threshold
46235758,Presence or Threshold
46235759,Presence or Threshold
46235760,Presence or Threshold
46235761,Presence or Identity
3012788,Arbitrary Concentration
46235762,Presence or Threshold
46235763,Presence or Threshold
46235764,Presence or Threshold
46235765,Presence or Threshold
46235766,Presence or Threshold
46235767,Presence or Threshold
46235794,Presence or Threshold
3008045,Number Concentration
46235795,Number Fraction
3027319,Arbitrary Concentration
46235796,-
21490805,Pressure
21490806,VFr/PPres
21490807,VFr/PPres
21490808,VFr/PPres
21490809,VFr/PPres
21490810,VFr/PPres
21490811,VFr/PPres
21490812,VFr/PPres
21490813,VFr/PPres
21490814,VFr/PPres
21490815,VFr/PPres
21490816,VFr/PPres
21490817,VFr/PPres
21490818,VFr/PPres
21490819,VFr/PPres
21490820,VFr/PPres
21490821,VFr/PPres
3022329,Arbitrary Concentration
21490822,VFr/PPres
21490823,VFr/PPres
21490824,VFr/PPres
21490825,VFr/PPres
21490826,VFr/PPres
21490827,VFr/PPres
21490828,VFr/PPres
21490829,VFr/PPres
3025488,Arbitrary Concentration
21490830,VFr/PPres
21490831,VFr/PPres
21490832,Volume
21490833,VFr/PPres
21490834,VFr/PPres
21490835,Volume
21490836,Volume
21490837,Volume
3026331,Arbitrary Concentration
21490838,Volume
21490839,Number (count)
21490915,VFr/PPres
21490916,VFr/PPres
21490917,VFr/PPres
21490918,Volume
21490919,Volume
46235797,Substance Ratio
3027165,Arbitrary Concentration
21490840,Substance Ratio
21490841,Substance Rate
21490842,Substance Ratio
21490843,Substance Rate
46235807,Mass Concentration
46235808,Ratio
46235809,Mass Concentration
46235810,Number Fraction
3013397,Arbitrary Concentration
46235811,Mass Concentration
46235812,Presence or Threshold
46235813,Susceptibility (microorganisms)
46235814,Susceptibility (microorganisms)
46235815,Susceptibility (microorganisms)
46235816,Susceptibility (microorganisms)
46235817,Susceptibility (microorganisms)
46235818,Susceptibility (microorganisms)
46235819,Susceptibility (microorganisms)
46235820,Susceptibility (microorganisms)
42527136,Pressure
42527137,Pressure Difference
42527138,Pressure Difference
42527122,Pressure
21490844,Volume
3009277,Arbitrary Concentration
36304867,Time (e.g. seconds)
36305628,Pressure
36305222,Pressure
3014886,Number Concentration
21490845,Number Rate
21490846,Number Rate
21490847,Number Rate
36303374,Number Rate
3011317,Arbitrary Concentration
42527123,Number Rate
3015305,Arbitrary Concentration
21490848,Partial pressure
42527124,Time (e.g. seconds)
42527125,Time (e.g. seconds)
42527126,Time (e.g. seconds)
36304354,Time (e.g. seconds)
3019310,Arbitrary Concentration
36303705,Time (e.g. seconds)
36306215,Time (e.g. seconds)
36303898,Volume Rate
36303561,Volume Rate
36305976,Number Rate
36306057,Number Rate
42527127,Pressure
36304595,Pressure
42527128,Time (e.g. seconds)
42527129,Time (e.g. seconds)
21490850,Pressure
21490851,Pressure
21490852,Pressure
21490853,Pressure
36303816,Volume
21490854,Volume
36305590,Pressure
3010193,Arbitrary Concentration
36305890,Pressure
36303489,Time (e.g. seconds)
36303637,Time (e.g. seconds)
36304125,Time (e.g. seconds)
36306099,Time (e.g. seconds)
3010495,Arbitrary Concentration
42527130,Time (e.g. seconds)
3016223,Arbitrary Concentration
42527131,Pressure
21490929,Volume
42527132,Time (e.g. seconds)
21490930,Pressure Difference
36303591,Time (e.g. seconds)
42527139,Pressure
42527140,Pressure
21490855,Pressure
36304506,Pressure
3015117,Number Concentration
36305727,Pressure
36305377,Pressure
42527133,Pressure
21490856,Pressure
21490857,Pressure
21490858,Pressure
21490859,Pressure
3021612,Arbitrary Concentration
21490860,Pressure
21490861,Pressure
36303946,Pressure
36304941,Pressure
36303360,Volume Rate
3022629,Arbitrary Concentration
21490863,Volume Rate
21490864,Volume Rate
42527134,Volume Rate/Area
21490865,Pressure
21490866,Volume Ratio
21490867,Number Rate
36304836,Volume Rate
36305682,Volume Rate
3005904,Arbitrary Concentration
36303420,Volume Rate
21490869,Volume Ratio
36303555,Volume Rate
36305138,Volume Rate
21490870,Temperature
42527135,Log molar concentration
3000442,Arbitrary Concentration
21490871,Type
21490872,Number Rate
21490873,Volume Rate
21490874,Pressure
21490875,Pressure
21490876,Pressure
21490877,Pressure
21490878,Pressure
36303399,Time (e.g. seconds)
21490879,Volume Rate
21490880,Volume/Area
21490881,Pressure
3003689,Arbitrary Concentration
21490882,Time (e.g. seconds)
21490883,Number (count)
21490885,Volume
21490920,Volume
21490921,Volume
21490922,Mass
21490923,Mass
21490924,Time (e.g. seconds)
21490925,Time (e.g. seconds)
21490926,Time (e.g. seconds)
21490927,Volume
21490928,Volume
21490886,Number Rate
21490887,Volume
21490888,Time (e.g. seconds)
3022218,Arbitrary Concentration
21490889,Volume
21490890,Volume
21490891,Volume
21490892,Identifier
21490893,Type
21490894,Volume Rate
21490895,Time Ratio
3023543,Arbitrary Concentration
21490896,Acceleration
21490897,Type
21490898,Type
21490899,Type
21490900,Type
21490901,Type
21490902,Type
3008939,Number Concentration
21490903,Type
3019175,Arbitrary Concentration
21490904,Type
21490905,Type
36304672,Time (e.g. seconds)
46235821,Presence or Threshold
46235822,Presence or Threshold
46235823,ThreshNum
46235824,Substance Concentration
46235829,Presence or Identity
46235830,Substance Ratio
46235831,Multiple of the median
3000342,Arbitrary Concentration
46235832,Mass Content
46235833,Number Fraction
46235834,Substance Concentration
46235835,Substance Ratio
3003367,Arbitrary Concentration
3001156,Arbitrary Concentration
3020620,Arbitrary Concentration
46235893,Finding
3036368,Arbitrary Concentration
46235895,Presence or Threshold
46235897,Ratio
46235898,Number (count)
46235899,Number (count)
46235900,Number (count)
46235901,Number (count)
3004605,Arbitrary Concentration
46235902,Number (count)
46235903,Number (count)
46235904,Number (count)
46235905,Number (count)
3007591,Number Fraction
46235906,Number (count)
46235907,Number (count)
46235908,Type
46235909,Type
3004345,Arbitrary Concentration
46235768,Type
46234801,Type
46234802,Type
3003249,Arbitrary Concentration
3002146,Arbitrary Concentration
46235920,Identifier
46235922,Identifier
3020996,Arbitrary Concentration
46234743,-
46234744,-
46234745,-
3037255,Arbitrary Concentration
46234746,-
46234747,-
3037777,Arbitrary Concentration
46234754,-
21492128,Identifier
21492130,Identifier
3033776,Arbitrary Concentration
46234760,-
46234761,Mass Concentration
46234762,Substance Concentration
42527141,Number Rate
21490736,Number Rate
46234763,-
46234764,Impression/interpretation of study
46234765,Substance Concentration
46234766,Substance Concentration
46234767,Substance Concentration
46234768,Substance Concentration
46234769,Substance Concentration
46234770,Substance Concentration
46234771,Substance Concentration
46234772,Substance Concentration
46234773,Mass Concentration
3021518,Arbitrary Concentration
46234774,Substance Concentration
46234775,Substance Concentration
46234776,Substance Concentration
46234777,Presence or Threshold
46234778,Substance Concentration
46234779,Substance Concentration
46234780,Substance Concentration
46234781,Substance Concentration
3012405,Arbitrary Concentration
46234782,Number (count)
46234806,Number Fraction
46234790,Finding
21492228,Volume Rate
21492229,Arbitrary fraction
3033611,Arbitrary Concentration
21492230,Arbitrary fraction
21492231,Arbitrary fraction
21492232,Arbitrary fraction
46234794,Substance Concentration
21492233,Fluid Conductance
21492234,Number Rate
21492235,Energy/Area
1175625,Number Rate
21492236,Pressure
36303772,Pressure
36306157,Pressure
21492237,Pressure
21492238,Pressure
21492239,Pressure
21492240,Pressure
21492241,Pressure
21492242,Pressure
21492243,Pressure
3034135,Arbitrary Concentration
21492244,Pressure
46234854,Score
46234856,-
3022136,Arbitrary Concentration
46234857,Volume
46234858,Volume
46234859,Volume
46234860,Volume
46234861,Volume
46234862,Volume
46234863,Volume
3013310,Arbitrary Concentration
46234864,Volume
46234865,Volume
46234866,Volume
46234867,Volume
46234868,Volume
46234869,Volume
46235509,Volume
46235510,Volume
3011605,Arbitrary Concentration
46235511,Volume
46235512,Volume
46234870,Volume Rate
46234871,Volume Rate
46234872,Volume Rate
46234873,Volume Rate
46234874,Volume Rate
46234875,Volume Rate
3016861,Arbitrary Concentration
46234876,Volume Rate
46234877,Volume Rate
46234878,Presence or Threshold
46234879,Presence or Threshold
46234880,Presence or Threshold
46234881,Presence or Threshold
46234882,Presence or Threshold
46234883,Presence or Threshold
46234884,Presence or Threshold
46234885,Presence or Threshold
3007030,Presence or Threshold
46235770,Presence or Threshold
46235771,Presence or Threshold
46235772,Presence or Threshold
46235773,Presence or Threshold
46235774,Presence or Threshold
46234886,-
46234887,-
46234888,Number Content
3017698,Arbitrary Concentration
46234889,Number Content
46234890,Number Content
46234891,Number Content
46234892,Number Content
46234893,Number Content
46234894,Number Content
46234895,Number Content
46234943,Number Content
3018245,Arbitrary Concentration
46234944,Number Content
46234945,Number Content
46234946,Number Content
46234947,Number Content
46234948,Number Concentration
46234949,Number Concentration
46234950,Number Concentration
46234951,Number Concentration
3020228,Arbitrary Concentration
46234952,Number Concentration
46234953,Number Concentration
46234954,Number Concentration
46234955,Number Concentration
46235089,Number Concentration
46235090,Number Concentration
46235091,Number Concentration
46235092,Number Concentration
3013979,Arbitrary Concentration
46235093,Number Concentration
46235094,Mass fraction
46235095,Catalytic Content
46235096,Catalytic Content
46235097,Catalytic Content
46235098,Catalytic Content
46235099,Catalytic Content
46235100,Catalytic Content
3012569,Arbitrary Concentration
46235101,Catalytic Content
46235102,-
46235103,Impression/interpretation of study
46235104,-
46235105,Impression/interpretation of study
46235106,Catalytic Concentration
46235107,Presence or Threshold
46235166,Susceptibility (microorganisms)
46235167,Presence or Identity
46235168,Substance Concentration
46235169,Catalytic Concentration
